ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-07-02,49.553970470680454,59.54685708655464,83.99832163738579,49.553970470680454,49.553970470680454,22.310349173069994,22.310349173069994,22.310349173069994,-0.14507947404099156,-0.14507947404099156,-0.14507947404099156,22.455428647110992,22.455428647110992,22.455428647110992,0.0,0.0,0.0,71.86431964375045
2018-07-03,49.55127128550904,59.955582145643604,84.44023770223916,49.55127128550904,49.55127128550904,22.67068033822994,22.67068033822994,22.67068033822994,0.006713555029633018,0.006713555029633018,0.006713555029633018,22.66396678320031,22.66396678320031,22.66396678320031,0.0,0.0,0.0,72.22195162373897
2018-07-04,49.548572100337616,61.976504543449636,84.56663617275896,49.548572100337616,49.548572100337616,23.708526079079093,23.708526079079093,23.708526079079093,0.8592786545210264,0.8592786545210264,0.8592786545210264,22.849247424558065,22.849247424558065,22.849247424558065,0.0,0.0,0.0,73.25709817941672
2018-07-05,49.5458729151662,62.34881856792984,85.24421069901523,49.5458729151662,49.5458729151662,23.98836806866205,23.98836806866205,23.98836806866205,0.9794760799997106,0.9794760799997106,0.9794760799997106,23.00889198866234,23.00889198866234,23.00889198866234,0.0,0.0,0.0,73.53424098382825
2018-07-06,49.54317372999478,59.72915963508008,82.88702199252046,49.54317372999478,49.54317372999478,22.745228154621753,22.745228154621753,22.745228154621753,-0.3956572612276276,-0.3956572612276276,-0.3956572612276276,23.14088541584938,23.14088541584938,23.14088541584938,0.0,0.0,0.0,72.28840188461653
2018-07-07,49.54047454482336,59.80015346981428,82.19930725890346,49.54047454482336,49.54047454482336,21.804553891370375,21.804553891370375,21.804553891370375,-1.4390651605090907,-1.4390651605090907,-1.4390651605090907,23.243619051879467,23.243619051879467,23.243619051879467,0.0,0.0,0.0,71.34502843619373
2018-07-08,49.537775359651945,61.780046024785584,84.65501085022602,49.537775359651945,49.537775359651945,23.450259081386346,23.450259081386346,23.450259081386346,0.13433360623173762,0.13433360623173762,0.13433360623173762,23.315925475154607,23.315925475154607,23.315925475154607,0.0,0.0,0.0,72.9880344410383
2018-07-09,49.53507617448052,61.074194624425324,84.61442596880165,49.53507617448052,49.53507617448052,23.212025062140967,23.212025062140967,23.212025062140967,-0.14507947404106214,-0.14507947404106214,-0.14507947404106214,23.35710453618203,23.35710453618203,23.35710453618203,0.0,0.0,0.0,72.74710123662149
2018-07-10,49.5323769893091,61.47770434399598,84.55030950820907,49.5323769893091,49.5323769893091,23.373653610903865,23.373653610903865,23.373653610903865,0.00671355502706306,0.00671355502706306,0.00671355502706306,23.366940055876803,23.366940055876803,23.366940055876803,0.0,0.0,0.0,72.90603060021297
2018-07-11,49.529677804137684,62.511008032188386,85.48186600574365,49.529677804137684,49.529677804137684,24.20498547612626,24.20498547612626,24.20498547612626,0.85927865451771,0.85927865451771,0.85927865451771,23.34570682160855,23.34570682160855,23.34570682160855,0.0,0.0,0.0,73.73466328026394
2018-07-12,49.52697861896627,61.9322585897174,85.39839010315444,49.52697861896627,49.52697861896627,24.273643801453108,24.273643801453108,24.273643801453108,0.9794760800003528,0.9794760800003528,0.9794760800003528,23.29416772145276,23.29416772145276,23.29416772145276,0.0,0.0,0.0,73.80062242041937
2018-07-13,49.52427943379485,60.56307700373802,83.5281535339745,49.52427943379485,49.52427943379485,22.817903802444164,22.817903802444164,22.817903802444164,-0.39565726122855843,-0.39565726122855843,-0.39565726122855843,23.21356106367272,23.21356106367272,23.21356106367272,0.0,0.0,0.0,72.34218323623901
2018-07-14,49.52158024862343,59.642815022456006,82.32420395913427,49.52158024862343,49.52158024862343,21.666513174925967,21.666513174925967,21.666513174925967,-1.4390651605082123,-1.4390651605082123,-1.4390651605082123,23.105578335434178,23.105578335434178,23.105578335434178,0.0,0.0,0.0,71.18809342354939
2018-07-15,49.518881063452014,61.648136065166504,84.2076442556869,49.518881063452014,49.518881063452014,23.106666463902457,23.106666463902457,23.106666463902457,0.13433360623044713,0.13433360623044713,0.13433360623044713,22.972332857672008,22.972332857672008,22.972332857672008,0.0,0.0,0.0,72.62554752735447
2018-07-16,49.51618187828059,60.4483240152597,83.03290566192778,49.51618187828059,49.51618187828059,22.67124051316464,22.67124051316464,22.67124051316464,-0.14507947404027183,-0.14507947404027183,-0.14507947404027183,22.81631998720491,22.81631998720491,22.81631998720491,0.0,0.0,0.0,72.18742239144524
2018-07-17,49.513482693109175,61.1278913992528,83.60840036603376,49.513482693109175,49.513482693109175,22.647083253385432,22.647083253385432,22.647083253385432,0.0067135550286476255,0.0067135550286476255,0.0067135550286476255,22.64036969835679,22.64036969835679,22.64036969835679,0.0,0.0,0.0,72.16056594649461
2018-07-18,49.51078350793776,61.178322544097156,84.21937699765476,49.51078350793776,49.51078350793776,23.306871194629583,23.306871194629583,23.306871194629583,0.8592786545189754,0.8592786545189754,0.8592786545189754,22.44759254011061,22.44759254011061,22.44759254011061,0.0,0.0,0.0,72.81765470256734
2018-07-19,49.50808432276634,60.96548964819404,84.42040665870925,49.50808432276634,49.50808432276634,23.220796187563586,23.220796187563586,23.220796187563586,0.9794760800009951,0.9794760800009951,0.9794760800009951,22.24132010756259,22.24132010756259,22.24132010756259,0.0,0.0,0.0,72.72888051032993
2018-07-20,49.505385137594914,59.356728715290984,82.45424761766185,49.505385137594914,49.505385137594914,21.629384023344368,21.629384023344368,21.629384023344368,-0.3956572612294891,-0.3956572612294891,-0.3956572612294891,22.025041284573856,22.025041284573856,22.025041284573856,0.0,0.0,0.0,71.13476916093929
